viewBox,0 0 900 330
Key,Top Left X,Top Left Y,Width,Height
Key_33,446.13571645999997,104.94356653439155,24.329909694,13.591006010582012
Key_34,485.13078092,104.94356653439155,24.329909694,13.591006010582012
Key_35,544.8149710399999,104.94356653439155,24.329909694,13.591006010582012
Key_36,611.9607746,104.94356653439155,24.329909694,13.591006010582012
Key_37,651.08537762,104.94356653439155,24.329909694,13.591006010582012
Key_38,692.15864018,104.94356653439155,24.329909694,13.591006010582012
Key_39,747.1205746400001,104.90640507936509,18.450845034,12.119812330687832
Key_40,789.0153569600001,104.87164113756614,15.373945518,12.18933278835979
Key_41,825.51741536,104.86780087301588,17.454643607999998,9.539129835185186
Key_42,861.14602034,104.87480246031747,20.57683653,9.525101624603176
Key_43,19.072808486,149.58883788359788,29.741292858,14.243976164021165
Key_44,74.386945946,149.57036854497358,24.32811912,14.28092544973545
Key_45,112.08028915999999,149.57036854497358,24.32811912,14.28092544973545
Key_46,151.16019296000002,149.57036854497358,24.32811912,14.28092544973545
Key_47,191.01342032,149.57036854497358,24.32811912,14.28092544973545
Key_48,229.22546186,149.57036854497358,24.32811912,14.28092544973545
Key_49,269.3975657,149.57036854497358,24.32811912,14.28092544973545
Key_50,307.46729318,149.57036854497358,24.32811912,14.28092544973545
Key_51,348.33068684,149.57036854497358,24.32811912,14.28092544973545
Key_52,389.19408050000004,149.57036854497358,24.32811912,14.28092544973545
Key_53,422.67007886,149.57036854497358,24.32811912,14.28092544973545
Key_54,461.74997264,149.57036854497358,24.32811912,14.28092544973545
Key_55,499.82784638,149.57036854497358,24.32811912,14.28092544973545
Key_56,544.87032152,149.61884923280422,39.727375158,14.183963013227514
Key_57,613.31284334,149.57036854497358,24.32811912,14.28092544973545
Key_58,651.06586868,149.57036854497358,24.32811912,14.28092544973545
Key_59,692.13612524,149.57036854497358,24.32811912,14.28092544973545
Key_60,741.1252679600001,149.61259023809524,24.306154278,25.58612643650794
Key_61,778.45912664,149.61259023809524,24.306154278,25.58612643650794
Key_62,818.60175164,149.61259023809524,24.306154278,25.58612643650794
Key_63,859.25999582,167.22172021164022,24.348891582,15.418908285714288
Key_64,21.791908832,190.84186140211642,31.445536542000003,14.789513325396825
Key_65,83.00536738400001,190.81699515873015,24.330124122,14.839221412698414
Key_66,123.13144736,190.81699515873015,24.330124122,14.839221412698414
Key_67,160.16948558,190.81699515873015,24.330124122,14.839221412698414
Key_68,200.73036542,190.81699515873015,24.330124122,14.839221412698414
Key_69,239.04209594,190.81699515873015,24.330124122,14.839221412698414
Key_70,277.34164214,190.81699515873015,24.330124122,14.839221412698414
Key_71,317.91469628,190.81699515873015,24.330124122,14.839221412698414
Key_72,357.08106266,190.81699515873015,24.330124122,14.839221412698414
Key_73,394.5138488,190.81699515873015,24.330124122,14.839221412698414
Key_74,437.52676292,190.81699515873015,24.330124122,14.839221412698414
Key_75,474.17581471999995,190.81699515873015,24.330124122,14.839221412698414
Key_76,512.23743602,190.81699515873015,24.330124122,14.839221412698414
Key_77,741.11988722,191.6266862962963,24.253671522,23.796670301587305
Key_78,779.85748778,191.6266862962963,24.253671522,23.796670301587305
Key_79,819.7330397,191.6266862962963,24.253671522,23.796670301587305
Key_80,17.34393965,232.65539380952382,35.921109822000005,13.214690849206349
Key_81,63.056740766000004,232.61858243386246,24.330943758,13.636457981481483
Key_82,102.45034772,232.61858243386246,24.330943758,13.636457981481483
Key_83,141.15307868,232.61858243386246,24.330943758,13.636457981481483
Key_84,180.63021536000002,232.61858243386246,24.330943758,13.636457981481483
Key_85,219.61411754,232.61858243386246,24.330943758,13.636457981481483
Key_86,258.62854064,232.61858243386246,24.330943758,13.636457981481483
Key_87,299.05068356,232.61858243386246,24.330943758,13.636457981481483
Key_88,338.10342314,232.61858243386246,24.330943758,13.636457981481483
Key_89,376.50209720000004,232.61858243386246,24.330943758,13.636457981481483
Key_90,415.7532929,232.61858243386246,24.330943758,13.636457981481483
Key_91,456.76862984,232.61858243386246,24.330943758,13.636457981481483
Key_92,516.19675886,232.68684791005293,48.403111998,13.499924907407408
Key_93,655.04769644,232.5910322486773,18.587936669999998,13.691560473544975
Key_94,741.1236848,232.67349185185185,24.254075328,22.628519111111114
Key_95,779.86188656,232.67349185185185,24.254075328,22.628508502645506
Key_96,819.73810982,232.67349185185185,24.254075328,22.628508502645506
Key_97,859.2583425199999,255.79261642857142,24.399260118,15.142252232804235
Key_98,17.346227216,273.2451124074074,31.461243894000003,14.97896566931217
Key_99,73.01536526000001,273.21992791005295,24.342279384,15.029310264550265
Key_100,114.92372468,273.21992791005295,24.342279384,15.029310264550265
Key_101,266.62380926,273.1717866931217,24.490195626000002,9.232619544444445
Key_102,420.25366568000004,275.62670232804237,24.33193173,16.052958240740743
Key_103,464.53474106,275.62670232804237,24.33193173,16.052958240740743
Key_104,504.54080348,275.62670232804237,24.33193173,16.052958240740743
Key_105,550.3300091,275.6453201851852,29.157640884,16.01573843915344
Key_106,617.9394480799999,275.57409494709,19.70833299,11.703649650793652
Key_107,655.03461032,275.580894973545,18.614033759999998,11.690047476190477
Key_108,692.90640272,275.57513457671956,19.940053505999998,11.701631920634922
Key_109,761.9323691,275.6588247619048,24.274424946,20.95388688624339
Key_110,819.7286309,275.6588247619048,24.274424946,20.95388688624339
