frame_number,timestamp,R,G,B,matched_log_timestamp
2054,2025-02-03-16-25-22-937,209,24,11,2025-02-03-16-25-22-940
2055,2025-02-03-16-25-22-954,201,19,18,2025-02-03-16-25-22-957
2056,2025-02-03-16-25-22-971,192,14,25,2025-02-03-16-25-22-974
2057,2025-02-03-16-25-22-987,183,10,32,2025-02-03-16-25-22-991
2058,2025-02-03-16-25-23-004,175,5,38,2025-02-03-16-25-23-008
2059,2025-02-03-16-25-23-021,166,0,45,2025-02-03-16-25-23-026
2060,2025-02-03-16-25-23-038,158,4,52,2025-02-03-16-25-23-043
2061,2025-02-03-16-25-23-054,149,9,59,2025-02-03-16-25-23-060
2062,2025-02-03-16-25-23-071,141,14,66,2025-02-03-16-25-23-076
2063,2025-02-03-16-25-23-088,132,19,73,2025-02-03-16-25-23-095
2064,2025-02-03-16-25-23-104,123,23,80,2025-02-03-16-25-23-112
2065,2025-02-03-16-25-23-121,115,28,86,2025-02-03-16-25-23-129
2066,2025-02-03-16-25-23-138,106,32,93,2025-02-03-16-25-23-145
2067,2025-02-03-16-25-23-154,98,37,100,2025-02-03-16-25-23-162
2068,2025-02-03-16-25-23-171,98,37,100,2025-02-03-16-25-23-162
2069,2025-02-03-16-25-23-188,89,42,107,2025-02-03-16-25-23-181
2070,2025-02-03-16-25-23-205,80,46,114,2025-02-03-16-25-23-198
2071,2025-02-03-16-25-23-221,72,51,121,2025-02-03-16-25-23-215
2072,2025-02-03-16-25-23-238,63,56,128,2025-02-03-16-25-23-234
2073,2025-02-03-16-25-23-255,54,61,134,2025-02-03-16-25-23-251
2074,2025-02-03-16-25-23-271,45,65,141,2025-02-03-16-25-23-267
2075,2025-02-03-16-25-23-288,37,70,148,2025-02-03-16-25-23-284
2076,2025-02-03-16-25-23-305,28,75,155,2025-02-03-16-25-23-303
2077,2025-02-03-16-25-23-322,20,80,162,2025-02-03-16-25-23-320
2078,2025-02-03-16-25-23-338,11,84,169,2025-02-03-16-25-23-338
2079,2025-02-03-16-25-23-355,2,89,175,2025-02-03-16-25-23-353
2080,2025-02-03-16-25-23-372,6,94,183,2025-02-03-16-25-23-372
2081,2025-02-03-16-25-23-388,15,98,189,2025-02-03-16-25-23-388
2082,2025-02-03-16-25-23-405,23,103,196,2025-02-03-16-25-23-406
2083,2025-02-03-16-25-23-422,32,108,203,2025-02-03-16-25-23-429
2084,2025-02-03-16-25-23-438,41,113,210,2025-02-03-16-25-23-442
2085,2025-02-03-16-25-23-455,50,118,217,2025-02-03-16-25-23-461
2086,2025-02-03-16-25-23-472,59,123,225,2025-02-03-16-25-23-480
2087,2025-02-03-16-25-23-489,59,123,225,2025-02-03-16-25-23-480
2088,2025-02-03-16-25-23-505,68,127,232,2025-02-03-16-25-23-498
2089,2025-02-03-16-25-23-522,77,132,239,2025-02-03-16-25-23-515
2090,2025-02-03-16-25-23-539,86,137,246,2025-02-03-16-25-23-533
2091,2025-02-03-16-25-23-555,95,142,253,2025-02-03-16-25-23-549
2092,2025-02-03-16-25-23-572,104,147,250,2025-02-03-16-25-23-566
2093,2025-02-03-16-25-23-589,112,151,243,2025-02-03-16-25-23-584
2094,2025-02-03-16-25-23-606,121,156,237,2025-02-03-16-25-23-601
2095,2025-02-03-16-25-23-622,130,161,230,2025-02-03-16-25-23-618
2096,2025-02-03-16-25-23-639,0,0,0,2025-02-03-16-25-23-640
2097,2025-02-03-16-25-23-656,0,0,0,2025-02-03-16-25-23-658
2098,2025-02-03-16-25-23-672,0,0,0,2025-02-03-16-25-23-675
2099,2025-02-03-16-25-23-689,0,0,0,2025-02-03-16-25-23-692
2100,2025-02-03-16-25-23-706,0,0,0,2025-02-03-16-25-23-712
2101,2025-02-03-16-25-23-722,0,0,0,2025-02-03-16-25-23-729
2102,2025-02-03-16-25-23-739,0,0,0,2025-02-03-16-25-23-746
2103,2025-02-03-16-25-23-756,0,0,0,2025-02-03-16-25-23-764
2104,2025-02-03-16-25-23-773,0,0,0,2025-02-03-16-25-23-779
2105,2025-02-03-16-25-23-789,0,0,0,2025-02-03-16-25-23-798
2106,2025-02-03-16-25-23-806,0,0,0,2025-02-03-16-25-23-798
2107,2025-02-03-16-25-23-823,0,0,0,2025-02-03-16-25-23-815
2108,2025-02-03-16-25-23-839,0,0,0,2025-02-03-16-25-23-832
2109,2025-02-03-16-25-23-856,82,206,24,2025-02-03-16-25-23-851
2110,2025-02-03-16-25-23-873,91,211,17,2025-02-03-16-25-23-868
2111,2025-02-03-16-25-23-890,99,215,9,2025-02-03-16-25-23-886
2112,2025-02-03-16-25-23-906,107,219,2,2025-02-03-16-25-23-902
2113,2025-02-03-16-25-23-923,116,224,6,2025-02-03-16-25-23-921
2114,2025-02-03-16-25-23-940,124,229,14,2025-02-03-16-25-23-939
2115,2025-02-03-16-25-23-956,132,233,21,2025-02-03-16-25-23-956
2116,2025-02-03-16-25-23-973,140,237,29,2025-02-03-16-25-23-972
2117,2025-02-03-16-25-23-990,148,242,36,2025-02-03-16-25-23-990
2118,2025-02-03-16-25-24-006,157,246,44,2025-02-03-16-25-24-007
2119,2025-02-03-16-25-24-023,165,251,52,2025-02-03-16-25-24-024
2120,2025-02-03-16-25-24-040,173,255,59,2025-02-03-16-25-24-041
2121,2025-02-03-16-25-24-057,182,250,67,2025-02-03-16-25-24-060
2122,2025-02-03-16-25-24-073,190,246,74,2025-02-03-16-25-24-076
2123,2025-02-03-16-25-24-090,198,241,82,2025-02-03-16-25-24-095
2124,2025-02-03-16-25-24-107,207,237,90,2025-02-03-16-25-24-112
2125,2025-02-03-16-25-24-123,215,232,98,2025-02-03-16-25-24-130
2126,2025-02-03-16-25-24-140,223,228,105,2025-02-03-16-25-24-147
2127,2025-02-03-16-25-24-157,232,223,113,2025-02-03-16-25-24-164
2128,2025-02-03-16-25-24-174,240,218,121,2025-02-03-16-25-24-183
2129,2025-02-03-16-25-24-190,240,218,121,2025-02-03-16-25-24-183
2130,2025-02-03-16-25-24-207,249,214,128,2025-02-03-16-25-24-199
2131,2025-02-03-16-25-24-224,253,210,136,2025-02-03-16-25-24-216
2132,2025-02-03-16-25-24-240,245,205,143,2025-02-03-16-25-24-234
2133,2025-02-03-16-25-24-257,237,201,151,2025-02-03-16-25-24-252
2134,2025-02-03-16-25-24-274,229,196,158,2025-02-03-16-25-24-268
2135,2025-02-03-16-25-24-290,220,192,166,2025-02-03-16-25-24-287
2136,2025-02-03-16-25-24-307,212,187,173,2025-02-03-16-25-24-304
2137,2025-02-03-16-25-24-324,204,183,181,2025-02-03-16-25-24-321
2138,2025-02-03-16-25-24-341,196,179,188,2025-02-03-16-25-24-338
2139,2025-02-03-16-25-24-357,188,174,196,2025-02-03-16-25-24-354
2140,2025-02-03-16-25-24-374,180,170,203,2025-02-03-16-25-24-371
2141,2025-02-03-16-25-24-391,171,165,211,2025-02-03-16-25-24-389
2142,2025-02-03-16-25-24-407,163,161,218,2025-02-03-16-25-24-407
2143,2025-02-03-16-25-24-424,155,156,226,2025-02-03-16-25-24-424
2144,2025-02-03-16-25-24-441,146,152,234,2025-02-03-16-25-24-442
2145,2025-02-03-16-25-24-458,138,147,242,2025-02-03-16-25-24-464
2146,2025-02-03-16-25-24-474,129,143,249,2025-02-03-16-25-24-477
2147,2025-02-03-16-25-24-491,121,138,253,2025-02-03-16-25-24-494
2148,2025-02-03-16-25-24-508,113,134,246,2025-02-03-16-25-24-512
2149,2025-02-03-16-25-24-524,105,129,238,2025-02-03-16-25-24-529
2150,2025-02-03-16-25-24-541,96,125,230,2025-02-03-16-25-24-547
2151,2025-02-03-16-25-24-558,88,120,223,2025-02-03-16-25-24-565
2152,2025-02-03-16-25-24-574,80,116,215,2025-02-03-16-25-24-581
2153,2025-02-03-16-25-24-591,71,111,207,2025-02-03-16-25-24-598
2154,2025-02-03-16-25-24-608,63,107,200,2025-02-03-16-25-24-617
2155,2025-02-03-16-25-24-625,63,107,200,2025-02-03-16-25-24-617
2156,2025-02-03-16-25-24-641,55,102,192,2025-02-03-16-25-24-633
2157,2025-02-03-16-25-24-658,46,98,185,2025-02-03-16-25-24-651
2158,2025-02-03-16-25-24-675,38,93,177,2025-02-03-16-25-24-668
2159,2025-02-03-16-25-24-691,30,89,170,2025-02-03-16-25-24-685
2160,2025-02-03-16-25-24-708,22,85,162,2025-02-03-16-25-24-703
2161,2025-02-03-16-25-24-725,14,80,155,2025-02-03-16-25-24-719
2162,2025-02-03-16-25-24-742,5,76,147,2025-02-03-16-25-24-737
2163,2025-02-03-16-25-24-758,3,71,139,2025-02-03-16-25-24-755
2164,2025-02-03-16-25-24-775,11,67,132,2025-02-03-16-25-24-772
2165,2025-02-03-16-25-24-792,20,62,124,2025-02-03-16-25-24-790
2166,2025-02-03-16-25-24-808,28,58,116,2025-02-03-16-25-24-807
2167,2025-02-03-16-25-24-825,36,53,109,2025-02-03-16-25-24-825
2168,2025-02-03-16-25-24-842,45,49,101,2025-02-03-16-25-24-843
2169,2025-02-03-16-25-24-858,53,44,93,2025-02-03-16-25-24-860
2170,2025-02-03-16-25-24-875,61,40,86,2025-02-03-16-25-24-878
2171,2025-02-03-16-25-24-892,70,35,78,2025-02-03-16-25-24-896
2172,2025-02-03-16-25-24-909,78,31,71,2025-02-03-16-25-24-912
2173,2025-02-03-16-25-24-925,87,26,62,2025-02-03-16-25-24-930
2174,2025-02-03-16-25-24-942,95,21,55,2025-02-03-16-25-24-949
2175,2025-02-03-16-25-24-959,104,17,47,2025-02-03-16-25-24-968
2176,2025-02-03-16-25-24-975,104,17,47,2025-02-03-16-25-24-968
2177,2025-02-03-16-25-24-992,112,12,39,2025-02-03-16-25-24-984
2178,2025-02-03-16-25-25-009,120,8,32,2025-02-03-16-25-25-001
2179,2025-02-03-16-25-25-026,128,3,24,2025-02-03-16-25-25-020
2180,2025-02-03-16-25-25-042,137,1,17,2025-02-03-16-25-25-036
2181,2025-02-03-16-25-25-059,145,6,9,2025-02-03-16-25-25-056
2182,2025-02-03-16-25-25-076,154,10,1,2025-02-03-16-25-25-071
2183,2025-02-03-16-25-25-092,162,15,7,2025-02-03-16-25-25-089
2184,2025-02-03-16-25-25-109,170,19,14,2025-02-03-16-25-25-106
2185,2025-02-03-16-25-25-126,179,24,22,2025-02-03-16-25-25-124
2186,2025-02-03-16-25-25-142,187,28,30,2025-02-03-16-25-25-142
2187,2025-02-03-16-25-25-159,195,33,37,2025-02-03-16-25-25-159
2188,2025-02-03-16-25-25-176,204,37,45,2025-02-03-16-25-25-176
2189,2025-02-03-16-25-25-193,212,42,53,2025-02-03-16-25-25-197
2190,2025-02-03-16-25-25-209,212,42,53,2025-02-03-16-25-25-197
2191,2025-02-03-16-25-25-226,224,48,63,2025-02-03-16-25-25-225
2192,2025-02-03-16-25-25-243,232,53,71,2025-02-03-16-25-25-237
2193,2025-02-03-16-25-25-259,240,57,79,2025-02-03-16-25-25-254
2194,2025-02-03-16-25-25-276,249,62,86,2025-02-03-16-25-25-271
2195,2025-02-03-16-25-25-293,252,66,94,2025-02-03-16-25-25-292
2196,2025-02-03-16-25-25-310,244,71,102,2025-02-03-16-25-25-308
2197,2025-02-03-16-25-25-326,236,75,110,2025-02-03-16-25-25-325
2198,2025-02-03-16-25-25-343,228,80,117,2025-02-03-16-25-25-342
2199,2025-02-03-16-25-25-360,219,84,125,2025-02-03-16-25-25-360
2200,2025-02-03-16-25-25-376,211,89,132,2025-02-03-16-25-25-377
2201,2025-02-03-16-25-25-393,203,93,140,2025-02-03-16-25-25-393
2202,2025-02-03-16-25-25-410,194,98,147,2025-02-03-16-25-25-411
2203,2025-02-03-16-25-25-426,186,102,155,2025-02-03-16-25-25-429
2204,2025-02-03-16-25-25-443,178,107,163,2025-02-03-16-25-25-447
2205,2025-02-03-16-25-25-460,169,111,170,2025-02-03-16-25-25-465
2206,2025-02-03-16-25-25-477,161,116,178,2025-02-03-16-25-25-483
2207,2025-02-03-16-25-25-493,153,120,186,2025-02-03-16-25-25-499
2208,2025-02-03-16-25-25-510,144,125,193,2025-02-03-16-25-25-518
2209,2025-02-03-16-25-25-527,136,129,201,2025-02-03-16-25-25-534
2210,2025-02-03-16-25-25-543,128,134,209,2025-02-03-16-25-25-551
2211,2025-02-03-16-25-25-560,128,134,209,2025-02-03-16-25-25-551
2212,2025-02-03-16-25-25-577,120,138,216,2025-02-03-16-25-25-570
2213,2025-02-03-16-25-25-594,111,143,224,2025-02-03-16-25-25-587
2214,2025-02-03-16-25-25-610,103,147,231,2025-02-03-16-25-25-604
2215,2025-02-03-16-25-25-627,95,152,239,2025-02-03-16-25-25-620
2216,2025-02-03-16-25-25-644,86,156,246,2025-02-03-16-25-25-638
2217,2025-02-03-16-25-25-660,78,161,254,2025-02-03-16-25-25-656
2218,2025-02-03-16-25-25-677,78,161,254,2025-02-03-16-25-25-656
2219,2025-02-03-16-25-25-694,78,161,254,2025-02-03-16-25-25-656
2220,2025-02-03-16-25-25-710,78,161,254,2025-02-03-16-25-25-656
2221,2025-02-03-16-25-25-727,78,161,254,2025-02-03-16-25-25-656
2222,2025-02-03-16-25-25-744,78,161,254,2025-02-03-16-25-25-656
