frame_number,timestamp,R,G,B,matched_log_timestamp
980,2025-02-03-16-25-04-995,71,0,71,2025-02-03-16-25-04-992
981,2025-02-03-16-25-05-012,80,0,80,2025-02-03-16-25-05-009
982,2025-02-03-16-25-05-029,88,0,88,2025-02-03-16-25-05-027
983,2025-02-03-16-25-05-045,97,0,97,2025-02-03-16-25-05-045
984,2025-02-03-16-25-05-062,106,0,106,2025-02-03-16-25-05-061
985,2025-02-03-16-25-05-079,115,0,115,2025-02-03-16-25-05-079
986,2025-02-03-16-25-05-095,123,0,123,2025-02-03-16-25-05-096
987,2025-02-03-16-25-05-112,132,0,132,2025-02-03-16-25-05-113
988,2025-02-03-16-25-05-129,141,0,141,2025-02-03-16-25-05-131
989,2025-02-03-16-25-05-146,150,0,150,2025-02-03-16-25-05-147
990,2025-02-03-16-25-05-162,159,0,159,2025-02-03-16-25-05-165
991,2025-02-03-16-25-05-179,168,0,168,2025-02-03-16-25-05-182
992,2025-02-03-16-25-05-196,177,0,177,2025-02-03-16-25-05-199
993,2025-02-03-16-25-05-212,186,0,186,2025-02-03-16-25-05-218
994,2025-02-03-16-25-05-229,195,0,195,2025-02-03-16-25-05-235
995,2025-02-03-16-25-05-246,204,0,204,2025-02-03-16-25-05-253
996,2025-02-03-16-25-05-262,212,0,212,2025-02-03-16-25-05-270
997,2025-02-03-16-25-05-279,212,0,212,2025-02-03-16-25-05-270
998,2025-02-03-16-25-05-296,221,0,221,2025-02-03-16-25-05-288
999,2025-02-03-16-25-05-313,230,0,230,2025-02-03-16-25-05-305
1000,2025-02-03-16-25-05-329,239,0,239,2025-02-03-16-25-05-321
1001,2025-02-03-16-25-05-346,249,0,249,2025-02-03-16-25-05-341
1002,2025-02-03-16-25-05-363,253,0,253,2025-02-03-16-25-05-360
1003,2025-02-03-16-25-05-379,244,0,244,2025-02-03-16-25-05-377
1004,2025-02-03-16-25-05-396,235,0,235,2025-02-03-16-25-05-396
1005,2025-02-03-16-25-05-413,226,0,226,2025-02-03-16-25-05-412
1006,2025-02-03-16-25-05-430,217,0,217,2025-02-03-16-25-05-430
1007,2025-02-03-16-25-05-446,208,0,208,2025-02-03-16-25-05-446
1008,2025-02-03-16-25-05-463,199,0,199,2025-02-03-16-25-05-463
1009,2025-02-03-16-25-05-480,190,0,190,2025-02-03-16-25-05-481
1010,2025-02-03-16-25-05-496,181,0,181,2025-02-03-16-25-05-500
1011,2025-02-03-16-25-05-513,172,0,172,2025-02-03-16-25-05-518
1012,2025-02-03-16-25-05-530,163,0,163,2025-02-03-16-25-05-534
1013,2025-02-03-16-25-05-546,154,0,154,2025-02-03-16-25-05-552
1014,2025-02-03-16-25-05-563,145,0,145,2025-02-03-16-25-05-569
1015,2025-02-03-16-25-05-580,136,0,136,2025-02-03-16-25-05-587
1016,2025-02-03-16-25-05-597,127,0,127,2025-02-03-16-25-05-604
1017,2025-02-03-16-25-05-613,119,0,119,2025-02-03-16-25-05-620
1018,2025-02-03-16-25-05-630,110,0,110,2025-02-03-16-25-05-638
1019,2025-02-03-16-25-05-647,110,0,110,2025-02-03-16-25-05-638
1020,2025-02-03-16-25-05-663,101,0,101,2025-02-03-16-25-05-657
1021,2025-02-03-16-25-05-680,92,0,92,2025-02-03-16-25-05-674
1022,2025-02-03-16-25-05-697,83,0,83,2025-02-03-16-25-05-690
1023,2025-02-03-16-25-05-714,74,0,74,2025-02-03-16-25-05-708
1024,2025-02-03-16-25-05-730,65,0,65,2025-02-03-16-25-05-725
1025,2025-02-03-16-25-05-747,56,0,56,2025-02-03-16-25-05-743
1026,2025-02-03-16-25-05-764,48,0,48,2025-02-03-16-25-05-760
1027,2025-02-03-16-25-05-780,39,0,39,2025-02-03-16-25-05-777
1028,2025-02-03-16-25-05-797,30,0,30,2025-02-03-16-25-05-795
1029,2025-02-03-16-25-05-814,21,0,21,2025-02-03-16-25-05-814
1030,2025-02-03-16-25-05-830,12,0,12,2025-02-03-16-25-05-829
1031,2025-02-03-16-25-05-847,3,0,3,2025-02-03-16-25-05-848
1032,2025-02-03-16-25-05-864,0,0,0,2025-02-03-16-25-05-866
1033,2025-02-03-16-25-05-881,0,0,0,2025-02-03-16-25-05-885
1034,2025-02-03-16-25-05-897,0,0,0,2025-02-03-16-25-05-903
1035,2025-02-03-16-25-05-914,0,0,0,2025-02-03-16-25-05-920
1036,2025-02-03-16-25-05-931,0,0,0,2025-02-03-16-25-05-939
1037,2025-02-03-16-25-05-947,0,0,0,2025-02-03-16-25-05-939
1038,2025-02-03-16-25-05-964,0,0,0,2025-02-03-16-25-05-956
1039,2025-02-03-16-25-05-981,0,0,0,2025-02-03-16-25-05-973
1040,2025-02-03-16-25-05-998,0,0,0,2025-02-03-16-25-05-991
1041,2025-02-03-16-25-06-014,0,0,0,2025-02-03-16-25-06-008
1042,2025-02-03-16-25-06-031,0,0,0,2025-02-03-16-25-06-025
1043,2025-02-03-16-25-06-048,0,0,0,2025-02-03-16-25-06-042
1044,2025-02-03-16-25-06-064,0,0,0,2025-02-03-16-25-06-060
1045,2025-02-03-16-25-06-081,0,0,0,2025-02-03-16-25-06-078
1046,2025-02-03-16-25-06-098,9,9,9,2025-02-03-16-25-06-094
1047,2025-02-03-16-25-06-114,18,18,18,2025-02-03-16-25-06-112
1048,2025-02-03-16-25-06-131,27,27,27,2025-02-03-16-25-06-130
1049,2025-02-03-16-25-06-148,36,36,36,2025-02-03-16-25-06-147
1050,2025-02-03-16-25-06-165,44,44,44,2025-02-03-16-25-06-163
1051,2025-02-03-16-25-06-181,53,53,53,2025-02-03-16-25-06-181
1052,2025-02-03-16-25-06-198,62,62,62,2025-02-03-16-25-06-198
1053,2025-02-03-16-25-06-215,71,71,71,2025-02-03-16-25-06-216
1054,2025-02-03-16-25-06-231,80,80,80,2025-02-03-16-25-06-233
1055,2025-02-03-16-25-06-248,89,89,89,2025-02-03-16-25-06-251
1056,2025-02-03-16-25-06-265,97,97,97,2025-02-03-16-25-06-268
1057,2025-02-03-16-25-06-282,106,106,106,2025-02-03-16-25-06-286
1058,2025-02-03-16-25-06-298,115,115,115,2025-02-03-16-25-06-303
1059,2025-02-03-16-25-06-315,124,124,124,2025-02-03-16-25-06-320
1060,2025-02-03-16-25-06-332,133,133,133,2025-02-03-16-25-06-337
1061,2025-02-03-16-25-06-348,142,142,142,2025-02-03-16-25-06-356
1062,2025-02-03-16-25-06-365,150,150,150,2025-02-03-16-25-06-372
1063,2025-02-03-16-25-06-382,159,159,159,2025-02-03-16-25-06-390
1064,2025-02-03-16-25-06-398,159,159,159,2025-02-03-16-25-06-390
1065,2025-02-03-16-25-06-415,168,168,168,2025-02-03-16-25-06-408
1066,2025-02-03-16-25-06-432,177,177,177,2025-02-03-16-25-06-424
1067,2025-02-03-16-25-06-449,186,186,186,2025-02-03-16-25-06-442
1068,2025-02-03-16-25-06-465,196,196,196,2025-02-03-16-25-06-461
1069,2025-02-03-16-25-06-482,205,205,205,2025-02-03-16-25-06-478
1070,2025-02-03-16-25-06-499,214,214,214,2025-02-03-16-25-06-496
1071,2025-02-03-16-25-06-515,222,222,222,2025-02-03-16-25-06-513
1072,2025-02-03-16-25-06-532,231,231,231,2025-02-03-16-25-06-530
1073,2025-02-03-16-25-06-549,240,240,240,2025-02-03-16-25-06-548
1074,2025-02-03-16-25-06-566,249,249,249,2025-02-03-16-25-06-566
1075,2025-02-03-16-25-06-582,252,252,252,2025-02-03-16-25-06-584
1076,2025-02-03-16-25-06-599,243,243,243,2025-02-03-16-25-06-601
1077,2025-02-03-16-25-06-616,234,234,234,2025-02-03-16-25-06-618
1078,2025-02-03-16-25-06-632,225,225,225,2025-02-03-16-25-06-635
1079,2025-02-03-16-25-06-649,216,216,216,2025-02-03-16-25-06-653
1080,2025-02-03-16-25-06-666,208,208,208,2025-02-03-16-25-06-672
1081,2025-02-03-16-25-06-682,199,199,199,2025-02-03-16-25-06-687
1082,2025-02-03-16-25-06-699,190,190,190,2025-02-03-16-25-06-704
1083,2025-02-03-16-25-06-716,181,181,181,2025-02-03-16-25-06-721
1084,2025-02-03-16-25-06-733,172,172,172,2025-02-03-16-25-06-739
1085,2025-02-03-16-25-06-749,164,164,164,2025-02-03-16-25-06-757
1086,2025-02-03-16-25-06-766,155,155,155,2025-02-03-16-25-06-774
1087,2025-02-03-16-25-06-783,146,146,146,2025-02-03-16-25-06-791
1088,2025-02-03-16-25-06-799,146,146,146,2025-02-03-16-25-06-791
1089,2025-02-03-16-25-06-816,137,137,137,2025-02-03-16-25-06-809
1090,2025-02-03-16-25-06-833,128,128,128,2025-02-03-16-25-06-826
1091,2025-02-03-16-25-06-850,119,119,119,2025-02-03-16-25-06-843
1092,2025-02-03-16-25-06-866,111,111,111,2025-02-03-16-25-06-860
1093,2025-02-03-16-25-06-883,102,102,102,2025-02-03-16-25-06-877
1094,2025-02-03-16-25-06-900,93,93,93,2025-02-03-16-25-06-894
1095,2025-02-03-16-25-06-916,84,84,84,2025-02-03-16-25-06-912
1096,2025-02-03-16-25-06-933,75,75,75,2025-02-03-16-25-06-930
1097,2025-02-03-16-25-06-950,66,66,66,2025-02-03-16-25-06-947
1098,2025-02-03-16-25-06-966,57,57,57,2025-02-03-16-25-06-964
1099,2025-02-03-16-25-06-983,49,49,49,2025-02-03-16-25-06-982
1100,2025-02-03-16-25-07-000,40,40,40,2025-02-03-16-25-06-998
1101,2025-02-03-16-25-07-017,31,31,31,2025-02-03-16-25-07-017
1102,2025-02-03-16-25-07-033,22,22,22,2025-02-03-16-25-07-034
1103,2025-02-03-16-25-07-050,13,13,13,2025-02-03-16-25-07-051
1104,2025-02-03-16-25-07-067,4,4,4,2025-02-03-16-25-07-070
1105,2025-02-03-16-25-07-083,5,5,5,2025-02-03-16-25-07-090
1106,2025-02-03-16-25-07-100,14,14,14,2025-02-03-16-25-07-104
1107,2025-02-03-16-25-07-117,23,23,23,2025-02-03-16-25-07-121
1108,2025-02-03-16-25-07-134,31,31,31,2025-02-03-16-25-07-138
1109,2025-02-03-16-25-07-150,40,40,40,2025-02-03-16-25-07-157
1110,2025-02-03-16-25-07-167,49,49,49,2025-02-03-16-25-07-174
1111,2025-02-03-16-25-07-184,58,58,58,2025-02-03-16-25-07-192
1112,2025-02-03-16-25-07-200,58,58,58,2025-02-03-16-25-07-192
1113,2025-02-03-16-25-07-217,67,67,67,2025-02-03-16-25-07-208
1114,2025-02-03-16-25-07-234,76,76,76,2025-02-03-16-25-07-226
1115,2025-02-03-16-25-07-250,85,85,85,2025-02-03-16-25-07-243
1116,2025-02-03-16-25-07-267,94,94,94,2025-02-03-16-25-07-261
1117,2025-02-03-16-25-07-284,102,102,102,2025-02-03-16-25-07-277
1118,2025-02-03-16-25-07-301,112,112,112,2025-02-03-16-25-07-296
1119,2025-02-03-16-25-07-317,120,120,120,2025-02-03-16-25-07-313
1120,2025-02-03-16-25-07-334,129,129,129,2025-02-03-16-25-07-330
1121,2025-02-03-16-25-07-351,138,138,138,2025-02-03-16-25-07-347
1122,2025-02-03-16-25-07-367,147,147,147,2025-02-03-16-25-07-365
1123,2025-02-03-16-25-07-384,156,156,156,2025-02-03-16-25-07-382
1124,2025-02-03-16-25-07-401,165,165,165,2025-02-03-16-25-07-401
1125,2025-02-03-16-25-07-418,174,174,174,2025-02-03-16-25-07-418
1126,2025-02-03-16-25-07-434,183,183,183,2025-02-03-16-25-07-436
1127,2025-02-03-16-25-07-451,192,192,192,2025-02-03-16-25-07-453
1128,2025-02-03-16-25-07-468,201,201,201,2025-02-03-16-25-07-470
1129,2025-02-03-16-25-07-484,209,209,209,2025-02-03-16-25-07-487
1130,2025-02-03-16-25-07-501,218,218,218,2025-02-03-16-25-07-505
1131,2025-02-03-16-25-07-518,227,227,227,2025-02-03-16-25-07-524
1132,2025-02-03-16-25-07-534,236,236,236,2025-02-03-16-25-07-541
1133,2025-02-03-16-25-07-551,245,245,245,2025-02-03-16-25-07-558
1134,2025-02-03-16-25-07-568,254,254,254,2025-02-03-16-25-07-574
1135,2025-02-03-16-25-07-585,247,247,247,2025-02-03-16-25-07-591
1136,2025-02-03-16-25-07-601,247,247,247,2025-02-03-16-25-07-591
1137,2025-02-03-16-25-07-618,238,238,238,2025-02-03-16-25-07-611
1138,2025-02-03-16-25-07-635,229,229,229,2025-02-03-16-25-07-628
1139,2025-02-03-16-25-07-651,220,220,220,2025-02-03-16-25-07-645
1140,2025-02-03-16-25-07-668,212,212,212,2025-02-03-16-25-07-677
1141,2025-02-03-16-25-07-685,203,203,203,2025-02-03-16-25-07-680
1142,2025-02-03-16-25-07-702,194,194,194,2025-02-03-16-25-07-696
1143,2025-02-03-16-25-07-718,185,185,185,2025-02-03-16-25-07-713
1144,2025-02-03-16-25-07-735,177,177,177,2025-02-03-16-25-07-730
1145,2025-02-03-16-25-07-752,167,167,167,2025-02-03-16-25-07-749
1146,2025-02-03-16-25-07-768,159,159,159,2025-02-03-16-25-07-766
1147,2025-02-03-16-25-07-785,150,150,150,2025-02-03-16-25-07-782
1148,2025-02-03-16-25-07-802,141,141,141,2025-02-03-16-25-07-801
1149,2025-02-03-16-25-07-818,132,132,132,2025-02-03-16-25-07-818
1150,2025-02-03-16-25-07-835,123,123,123,2025-02-03-16-25-07-834
1151,2025-02-03-16-25-07-852,115,115,115,2025-02-03-16-25-07-851
1152,2025-02-03-16-25-07-869,105,105,105,2025-02-03-16-25-07-870
1153,2025-02-03-16-25-07-885,96,96,96,2025-02-03-16-25-07-887
1154,2025-02-03-16-25-07-902,87,87,87,2025-02-03-16-25-07-906
1155,2025-02-03-16-25-07-919,79,79,79,2025-02-03-16-25-07-924
1156,2025-02-03-16-25-07-935,70,70,70,2025-02-03-16-25-07-939
1157,2025-02-03-16-25-07-952,61,61,61,2025-02-03-16-25-07-957
1158,2025-02-03-16-25-07-969,52,52,52,2025-02-03-16-25-07-975
1159,2025-02-03-16-25-07-986,43,43,43,2025-02-03-16-25-07-992
1160,2025-02-03-16-25-08-002,34,34,34,2025-02-03-16-25-08-010
1161,2025-02-03-16-25-08-019,34,34,34,2025-02-03-16-25-08-010
1162,2025-02-03-16-25-08-036,25,25,25,2025-02-03-16-25-08-031
1163,2025-02-03-16-25-08-052,16,16,16,2025-02-03-16-25-08-046
1164,2025-02-03-16-25-08-069,7,7,7,2025-02-03-16-25-08-063
1165,2025-02-03-16-25-08-086,0,0,0,2025-02-03-16-25-08-084
1166,2025-02-03-16-25-08-102,0,0,0,2025-02-03-16-25-08-100
1167,2025-02-03-16-25-08-119,0,0,0,2025-02-03-16-25-08-118
1168,2025-02-03-16-25-08-136,0,0,0,2025-02-03-16-25-08-136
1169,2025-02-03-16-25-08-153,0,0,0,2025-02-03-16-25-08-152
1170,2025-02-03-16-25-08-169,0,0,0,2025-02-03-16-25-08-170
1171,2025-02-03-16-25-08-186,0,0,0,2025-02-03-16-25-08-188
1172,2025-02-03-16-25-08-203,0,0,0,2025-02-03-16-25-08-204
1173,2025-02-03-16-25-08-219,0,0,0,2025-02-03-16-25-08-222
1174,2025-02-03-16-25-08-236,0,0,0,2025-02-03-16-25-08-239
1175,2025-02-03-16-25-08-253,0,0,0,2025-02-03-16-25-08-258
1176,2025-02-03-16-25-08-270,0,0,0,2025-02-03-16-25-08-276
1177,2025-02-03-16-25-08-286,0,104,179,2025-02-03-16-25-08-292
1178,2025-02-03-16-25-08-303,6,112,183,2025-02-03-16-25-08-309
1179,2025-02-03-16-25-08-320,13,120,188,2025-02-03-16-25-08-327
1180,2025-02-03-16-25-08-336,20,129,192,2025-02-03-16-25-08-344
1181,2025-02-03-16-25-08-353,26,137,197,2025-02-03-16-25-08-361
1182,2025-02-03-16-25-08-370,33,146,201,2025-02-03-16-25-08-378
1183,2025-02-03-16-25-08-386,33,146,201,2025-02-03-16-25-08-378
1184,2025-02-03-16-25-08-403,39,154,206,2025-02-03-16-25-08-395
1185,2025-02-03-16-25-08-420,46,162,210,2025-02-03-16-25-08-412
1186,2025-02-03-16-25-08-437,53,171,215,2025-02-03-16-25-08-430
1187,2025-02-03-16-25-08-453,60,180,220,2025-02-03-16-25-08-449
1188,2025-02-03-16-25-08-470,66,188,224,2025-02-03-16-25-08-465
1189,2025-02-03-16-25-08-487,73,196,229,2025-02-03-16-25-08-482
1190,2025-02-03-16-25-08-503,79,205,233,2025-02-03-16-25-08-499
1191,2025-02-03-16-25-08-520,86,213,237,2025-02-03-16-25-08-517
1192,2025-02-03-16-25-08-537,92,221,242,2025-02-03-16-25-08-534
1193,2025-02-03-16-25-08-554,99,230,246,2025-02-03-16-25-08-551
1194,2025-02-03-16-25-08-570,106,238,251,2025-02-03-16-25-08-568
1195,2025-02-03-16-25-08-587,112,246,255,2025-02-03-16-25-08-585
1196,2025-02-03-16-25-08-604,119,255,250,2025-02-03-16-25-08-602
1197,2025-02-03-16-25-08-620,126,247,245,2025-02-03-16-25-08-620
1198,2025-02-03-16-25-08-637,132,239,241,2025-02-03-16-25-08-638
1199,2025-02-03-16-25-08-654,139,230,237,2025-02-03-16-25-08-656
1200,2025-02-03-16-25-08-670,145,222,232,2025-02-03-16-25-08-672
1201,2025-02-03-16-25-08-687,152,214,228,2025-02-03-16-25-08-689
1202,2025-02-03-16-25-08-704,159,205,223,2025-02-03-16-25-08-708
1203,2025-02-03-16-25-08-721,165,196,218,2025-02-03-16-25-08-724
1204,2025-02-03-16-25-08-737,172,188,214,2025-02-03-16-25-08-742
1205,2025-02-03-16-25-08-754,179,179,209,2025-02-03-16-25-08-759
1206,2025-02-03-16-25-08-771,185,171,205,2025-02-03-16-25-08-777
1207,2025-02-03-16-25-08-787,192,162,200,2025-02-03-16-25-08-794
1208,2025-02-03-16-25-08-804,199,154,195,2025-02-03-16-25-08-812
1209,2025-02-03-16-25-08-821,199,154,195,2025-02-03-16-25-08-812
1210,2025-02-03-16-25-08-838,206,145,191,2025-02-03-16-25-08-830
1211,2025-02-03-16-25-08-854,213,136,186,2025-02-03-16-25-08-849
1212,2025-02-03-16-25-08-871,219,128,182,2025-02-03-16-25-08-865
1213,2025-02-03-16-25-08-888,226,119,177,2025-02-03-16-25-08-884
1214,2025-02-03-16-25-08-904,233,111,172,2025-02-03-16-25-08-901
1215,2025-02-03-16-25-08-921,240,102,168,2025-02-03-16-25-08-919
1216,2025-02-03-16-25-08-938,246,94,163,2025-02-03-16-25-08-936
1217,2025-02-03-16-25-08-954,253,85,159,2025-02-03-16-25-08-955
1218,2025-02-03-16-25-08-971,250,77,154,2025-02-03-16-25-08-972
1219,2025-02-03-16-25-08-988,244,68,150,2025-02-03-16-25-08-988
1220,2025-02-03-16-25-09-005,237,60,145,2025-02-03-16-25-09-006
1221,2025-02-03-16-25-09-021,231,52,141,2025-02-03-16-25-09-022
1222,2025-02-03-16-25-09-038,224,44,136,2025-02-03-16-25-09-039
1223,2025-02-03-16-25-09-055,218,35,132,2025-02-03-16-25-09-056
1224,2025-02-03-16-25-09-071,211,27,127,2025-02-03-16-25-09-073
1225,2025-02-03-16-25-09-088,204,18,123,2025-02-03-16-25-09-091
1226,2025-02-03-16-25-09-105,197,9,118,2025-02-03-16-25-09-110
1227,2025-02-03-16-25-09-122,191,1,113,2025-02-03-16-25-09-127
1228,2025-02-03-16-25-09-138,184,8,109,2025-02-03-16-25-09-145
1229,2025-02-03-16-25-09-155,177,16,104,2025-02-03-16-25-09-162
1230,2025-02-03-16-25-09-172,171,24,100,2025-02-03-16-25-09-179
1231,2025-02-03-16-25-09-188,164,33,95,2025-02-03-16-25-09-196
1232,2025-02-03-16-25-09-205,164,33,95,2025-02-03-16-25-09-196
1233,2025-02-03-16-25-09-222,157,41,91,2025-02-03-16-25-09-214
1234,2025-02-03-16-25-09-238,151,50,86,2025-02-03-16-25-09-232
1235,2025-02-03-16-25-09-255,144,58,82,2025-02-03-16-25-09-248
1236,2025-02-03-16-25-09-272,138,66,77,2025-02-03-16-25-09-265
1237,2025-02-03-16-25-09-289,131,75,73,2025-02-03-16-25-09-283
1238,2025-02-03-16-25-09-305,124,84,68,2025-02-03-16-25-09-301
1239,2025-02-03-16-25-09-322,117,92,63,2025-02-03-16-25-09-319
1240,2025-02-03-16-25-09-339,111,100,59,2025-02-03-16-25-09-336
1241,2025-02-03-16-25-09-355,104,109,54,2025-02-03-16-25-09-353
1242,2025-02-03-16-25-09-372,98,117,50,2025-02-03-16-25-09-370
1243,2025-02-03-16-25-09-389,91,125,45,2025-02-03-16-25-09-388
1244,2025-02-03-16-25-09-406,84,134,41,2025-02-03-16-25-09-406
1245,2025-02-03-16-25-09-422,78,142,37,2025-02-03-16-25-09-422
1246,2025-02-03-16-25-09-439,71,151,32,2025-02-03-16-25-09-441
1247,2025-02-03-16-25-09-456,64,159,27,2025-02-03-16-25-09-458
1248,2025-02-03-16-25-09-472,58,168,23,2025-02-03-16-25-09-475
1249,2025-02-03-16-25-09-489,51,176,18,2025-02-03-16-25-09-492
1250,2025-02-03-16-25-09-506,45,184,14,2025-02-03-16-25-09-510
1251,2025-02-03-16-25-09-522,38,193,9,2025-02-03-16-25-09-528
1252,2025-02-03-16-25-09-539,31,201,5,2025-02-03-16-25-09-543
1253,2025-02-03-16-25-09-556,25,209,0,2025-02-03-16-25-09-560
1254,2025-02-03-16-25-09-573,18,218,4,2025-02-03-16-25-09-579
1255,2025-02-03-16-25-09-589,12,226,9,2025-02-03-16-25-09-596
1256,2025-02-03-16-25-09-606,5,235,13,2025-02-03-16-25-09-613
1257,2025-02-03-16-25-09-623,2,243,18,2025-02-03-16-25-09-632
1258,2025-02-03-16-25-09-639,2,243,18,2025-02-03-16-25-09-632
1259,2025-02-03-16-25-09-656,9,252,22,2025-02-03-16-25-09-650
1260,2025-02-03-16-25-09-673,15,250,27,2025-02-03-16-25-09-666
1261,2025-02-03-16-25-09-690,22,241,31,2025-02-03-16-25-09-683
1262,2025-02-03-16-25-09-706,29,233,36,2025-02-03-16-25-09-700
1263,2025-02-03-16-25-09-723,35,224,41,2025-02-03-16-25-09-717
1264,2025-02-03-16-25-09-740,42,216,45,2025-02-03-16-25-09-735
1265,2025-02-03-16-25-09-756,49,207,50,2025-02-03-16-25-09-753
1266,2025-02-03-16-25-09-773,56,198,55,2025-02-03-16-25-09-772
1267,2025-02-03-16-25-09-790,62,190,59,2025-02-03-16-25-09-789
1268,2025-02-03-16-25-09-806,69,182,63,2025-02-03-16-25-09-807
1269,2025-02-03-16-25-09-823,75,173,68,2025-02-03-16-25-09-822
1270,2025-02-03-16-25-09-840,82,165,73,2025-02-03-16-25-09-840
1271,2025-02-03-16-25-09-857,89,156,77,2025-02-03-16-25-09-859
1272,2025-02-03-16-25-09-873,96,148,82,2025-02-03-16-25-09-877
1273,2025-02-03-16-25-09-890,102,139,86,2025-02-03-16-25-09-893
1274,2025-02-03-16-25-09-907,109,131,91,2025-02-03-16-25-09-911
1275,2025-02-03-16-25-09-923,116,122,96,2025-02-03-16-25-09-929
1276,2025-02-03-16-25-09-940,123,113,100,2025-02-03-16-25-09-947
1277,2025-02-03-16-25-09-957,129,105,105,2025-02-03-16-25-09-963
1278,2025-02-03-16-25-09-974,136,97,109,2025-02-03-16-25-09-981
1279,2025-02-03-16-25-09-990,143,88,114,2025-02-03-16-25-09-998
1280,2025-02-03-16-25-10-007,143,88,114,2025-02-03-16-25-09-998
1281,2025-02-03-16-25-10-024,149,80,118,2025-02-03-16-25-10-016
1282,2025-02-03-16-25-10-040,156,71,123,2025-02-03-16-25-10-033
1283,2025-02-03-16-25-10-057,162,63,127,2025-02-03-16-25-10-050
1284,2025-02-03-16-25-10-074,169,55,132,2025-02-03-16-25-10-067
1285,2025-02-03-16-25-10-090,175,47,136,2025-02-03-16-25-10-084
1286,2025-02-03-16-25-10-107,182,38,141,2025-02-03-16-25-10-102
1287,2025-02-03-16-25-10-124,189,30,145,2025-02-03-16-25-10-119
1288,2025-02-03-16-25-10-141,195,22,150,2025-02-03-16-25-10-136
1289,2025-02-03-16-25-10-157,202,13,154,2025-02-03-16-25-10-153
1290,2025-02-03-16-25-10-174,208,5,159,2025-02-03-16-25-10-171
1291,2025-02-03-16-25-10-191,215,4,163,2025-02-03-16-25-10-188
1292,2025-02-03-16-25-10-207,222,12,168,2025-02-03-16-25-10-206
1293,2025-02-03-16-25-10-224,228,20,172,2025-02-03-16-25-10-229
1294,2025-02-03-16-25-10-241,235,29,177,2025-02-03-16-25-10-241
1295,2025-02-03-16-25-10-258,242,37,181,2025-02-03-16-25-10-261
1296,2025-02-03-16-25-10-274,248,46,186,2025-02-03-16-25-10-278
1297,2025-02-03-16-25-10-291,255,54,190,2025-02-03-16-25-10-292
1298,2025-02-03-16-25-10-308,0,0,0,2025-02-03-16-25-10-313
1299,2025-02-03-16-25-10-324,0,0,0,2025-02-03-16-25-10-329
1300,2025-02-03-16-25-10-341,0,0,0,2025-02-03-16-25-10-348
1301,2025-02-03-16-25-10-358,0,0,0,2025-02-03-16-25-10-365
1302,2025-02-03-16-25-10-374,0,0,0,2025-02-03-16-25-10-365
1303,2025-02-03-16-25-10-391,0,0,0,2025-02-03-16-25-10-383
1304,2025-02-03-16-25-10-408,0,0,0,2025-02-03-16-25-10-400
1305,2025-02-03-16-25-10-425,0,0,0,2025-02-03-16-25-10-417
1306,2025-02-03-16-25-10-441,0,0,0,2025-02-03-16-25-10-434
1307,2025-02-03-16-25-10-458,0,0,0,2025-02-03-16-25-10-452
1308,2025-02-03-16-25-10-475,0,0,0,2025-02-03-16-25-10-469
1309,2025-02-03-16-25-10-491,0,0,0,2025-02-03-16-25-10-488
1310,2025-02-03-16-25-10-508,0,0,0,2025-02-03-16-25-10-505
1311,2025-02-03-16-25-10-525,14,45,248,2025-02-03-16-25-10-521
1312,2025-02-03-16-25-10-542,6,54,243,2025-02-03-16-25-10-541
1313,2025-02-03-16-25-10-558,1,62,239,2025-02-03-16-25-10-558
1314,2025-02-03-16-25-10-575,9,70,234,2025-02-03-16-25-10-575
1315,2025-02-03-16-25-10-592,16,78,230,2025-02-03-16-25-10-592
1316,2025-02-03-16-25-10-608,24,86,225,2025-02-03-16-25-10-610
1317,2025-02-03-16-25-10-625,31,94,221,2025-02-03-16-25-10-638
1318,2025-02-03-16-25-10-642,31,94,221,2025-02-03-16-25-10-638
1319,2025-02-03-16-25-10-658,46,109,212,2025-02-03-16-25-10-663
1320,2025-02-03-16-25-10-675,53,117,208,2025-02-03-16-25-10-680
1321,2025-02-03-16-25-10-692,61,125,203,2025-02-03-16-25-10-698
1322,2025-02-03-16-25-10-709,68,133,199,2025-02-03-16-25-10-714
1323,2025-02-03-16-25-10-725,75,141,194,2025-02-03-16-25-10-732
1324,2025-02-03-16-25-10-742,82,149,190,2025-02-03-16-25-10-749
1325,2025-02-03-16-25-10-759,90,156,186,2025-02-03-16-25-10-766
1326,2025-02-03-16-25-10-775,97,164,181,2025-02-03-16-25-10-782
1327,2025-02-03-16-25-10-792,104,172,177,2025-02-03-16-25-10-800
1328,2025-02-03-16-25-10-809,104,172,177,2025-02-03-16-25-10-800
1329,2025-02-03-16-25-10-826,112,180,173,2025-02-03-16-25-10-818
1330,2025-02-03-16-25-10-842,119,188,168,2025-02-03-16-25-10-836
1331,2025-02-03-16-25-10-859,127,196,164,2025-02-03-16-25-10-853
1332,2025-02-03-16-25-10-876,134,204,159,2025-02-03-16-25-10-870
1333,2025-02-03-16-25-10-892,141,212,155,2025-02-03-16-25-10-887
1334,2025-02-03-16-25-10-909,148,220,150,2025-02-03-16-25-10-905
1335,2025-02-03-16-25-10-926,156,227,146,2025-02-03-16-25-10-922
1336,2025-02-03-16-25-10-942,163,235,142,2025-02-03-16-25-10-939
1337,2025-02-03-16-25-10-959,170,243,137,2025-02-03-16-25-10-957
